"Y2009","Y2010","Y2011","Country","Element"
1559,1544,1550,"Afghanistan","Food supply (kcal/capita/day)"
296,267,265,"Albania","Food supply (kcal/capita/day)"
2072,1993,2009,"Algeria","Food supply (kcal/capita/day)"
183,180,183,"Angola","Food supply (kcal/capita/day)"
115,115,130,"Antigua and Barbuda","Food supply (kcal/capita/day)"
206,208,211,"Argentina","Food supply (kcal/capita/day)"
1426,1460,1429,"Armenia","Food supply (kcal/capita/day)"
9,19,23,"Australia","Food supply (kcal/capita/day)"
757,798,743,"Austria","Food supply (kcal/capita/day)"
1699,1679,1661,"Azerbaijan","Food supply (kcal/capita/day)"
148,141,138,"Bahamas","Food supply (kcal/capita/day)"
1844,1834,1825,"Bangladesh","Food supply (kcal/capita/day)"
339,322,290,"Barbados","Food supply (kcal/capita/day)"
554,506,516,"Belarus","Food supply (kcal/capita/day)"
600,584,564,"Belgium","Food supply (kcal/capita/day)"
366,368,363,"Belize","Food supply (kcal/capita/day)"
1179,1168,1199,"Benin","Food supply (kcal/capita/day)"
315,303,338,"Bermuda","Food supply (kcal/capita/day)"
498,509,532,"Bolivia (Plurinational State of)","Food supply (kcal/capita/day)"
163,172,181,"Bosnia and Herzegovina","Food supply (kcal/capita/day)"
344,384,364,"Botswana","Food supply (kcal/capita/day)"
596,601,612,"Brazil","Food supply (kcal/capita/day)"
1064,1067,1073,"Brunei Darussalam","Food supply (kcal/capita/day)"
311,253,275,"Bulgaria","Food supply (kcal/capita/day)"
1380,1410,1377,"Burkina Faso","Food supply (kcal/capita/day)"
555,569,596,"Cabo Verde","Food supply (kcal/capita/day)"
1741,1757,1740,"Cambodia","Food supply (kcal/capita/day)"
751,752,770,"Cameroon","Food supply (kcal/capita/day)"
50,51,50,"Canada","Food supply (kcal/capita/day)"
624,612,592,"Central African Republic","Food supply (kcal/capita/day)"
913,928,947,"Chad","Food supply (kcal/capita/day)"
349,352,376,"Chile","Food supply (kcal/capita/day)"
666,659,667,"China, Hong Kong SAR","Food supply (kcal/capita/day)"
557,533,540,"China, Macao SAR","Food supply (kcal/capita/day)"
933,942,958,"China, mainland","Food supply (kcal/capita/day)"
1015,1009,1000,"China, Taiwan Province of","Food supply (kcal/capita/day)"
679,727,741,"Colombia","Food supply (kcal/capita/day)"
383,401,399,"Congo","Food supply (kcal/capita/day)"
453,468,501,"Costa Rica","Food supply (kcal/capita/day)"
1404,1368,1386,"Côte d'Ivoire","Food supply (kcal/capita/day)"
421,456,441,"Croatia","Food supply (kcal/capita/day)"
596,587,647,"Cuba","Food supply (kcal/capita/day)"
1123,1170,1171,"Cyprus","Food supply (kcal/capita/day)"
785,786,800,"Czech Republic","Food supply (kcal/capita/day)"
896,891,902,"Democratic People's Republic of Korea","Food supply (kcal/capita/day)"
539,519,519,"Denmark","Food supply (kcal/capita/day)"
761,768,775,"Djibouti","Food supply (kcal/capita/day)"
401,478,552,"Dominica","Food supply (kcal/capita/day)"
345,390,445,"Dominican Republic","Food supply (kcal/capita/day)"
326,347,350,"Ecuador","Food supply (kcal/capita/day)"
1632,1705,1690,"Egypt","Food supply (kcal/capita/day)"
887,908,902,"El Salvador","Food supply (kcal/capita/day)"
460,440,418,"Estonia","Food supply (kcal/capita/day)"
467,485,490,"Ethiopia","Food supply (kcal/capita/day)"
411,353,356,"Fiji","Food supply (kcal/capita/day)"
559,517,506,"Finland","Food supply (kcal/capita/day)"
498,477,476,"France","Food supply (kcal/capita/day)"
128,136,141,"French Polynesia","Food supply (kcal/capita/day)"
594,583,595,"Gabon","Food supply (kcal/capita/day)"
1487,1476,1500,"Gambia","Food supply (kcal/capita/day)"
1498,1493,1520,"Georgia","Food supply (kcal/capita/day)"
542,565,547,"Germany","Food supply (kcal/capita/day)"
879,909,918,"Ghana","Food supply (kcal/capita/day)"
669,654,628,"Greece","Food supply (kcal/capita/day)"
179,180,174,"Grenada","Food supply (kcal/capita/day)"
1039,1022,1039,"Guatemala","Food supply (kcal/capita/day)"
1215,1212,1223,"Guinea","Food supply (kcal/capita/day)"
1266,1261,1244,"Guinea-Bissau","Food supply (kcal/capita/day)"
127,145,124,"Guyana","Food supply (kcal/capita/day)"
627,739,691,"Haiti","Food supply (kcal/capita/day)"
1094,1088,1132,"Honduras","Food supply (kcal/capita/day)"
215,224,231,"Hungary","Food supply (kcal/capita/day)"
449,448,448,"Iceland","Food supply (kcal/capita/day)"
1164,1179,1171,"India","Food supply (kcal/capita/day)"
1530,1548,1565,"Indonesia","Food supply (kcal/capita/day)"
1722,1691,1686,"Iran (Islamic Republic of)","Food supply (kcal/capita/day)"
1378,1472,1467,"Iraq","Food supply (kcal/capita/day)"
