"Y2009","Y2010","Y2011","Country","Element"
6.9,6.7,6.6,"Afghanistan","Fat supply quantity (g/capita/day)"
8.7,7.9,7.5,"Albania","Fat supply quantity (g/capita/day)"
13,10.4,12.1,"Algeria","Fat supply quantity (g/capita/day)"
10.6,10.3,10.1,"Angola","Fat supply quantity (g/capita/day)"
2.4,2.5,4,"Antigua and Barbuda","Fat supply quantity (g/capita/day)"
2.3,2.7,2.5,"Argentina","Fat supply quantity (g/capita/day)"
4.5,4.2,4.4,"Armenia","Fat supply quantity (g/capita/day)"
0.9,2,2.5,"Australia","Fat supply quantity (g/capita/day)"
32.7,36.5,29,"Austria","Fat supply quantity (g/capita/day)"
6.4,6.5,6.5,"Azerbaijan","Fat supply quantity (g/capita/day)"
5.4,3.4,3,"Bahamas","Fat supply quantity (g/capita/day)"
4.6,4.5,4.4,"Bangladesh","Fat supply quantity (g/capita/day)"
10.5,8.8,7.5,"Barbados","Fat supply quantity (g/capita/day)"
14.6,16.4,18.8,"Belarus","Fat supply quantity (g/capita/day)"
8.4,7.1,11.5,"Belgium","Fat supply quantity (g/capita/day)"
3.2,3.8,3.6,"Belize","Fat supply quantity (g/capita/day)"
16.7,14.6,15.5,"Benin","Fat supply quantity (g/capita/day)"
27.3,26.5,29.4,"Bermuda","Fat supply quantity (g/capita/day)"
5.8,5.6,5.7,"Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)"
0.7,0.8,0.8,"Bosnia and Herzegovina","Fat supply quantity (g/capita/day)"
5.8,7,6.3,"Botswana","Fat supply quantity (g/capita/day)"
11.2,11.5,11.8,"Brazil","Fat supply quantity (g/capita/day)"
3.1,2.9,2.3,"Brunei Darussalam","Fat supply quantity (g/capita/day)"
1.4,1.2,1.4,"Bulgaria","Fat supply quantity (g/capita/day)"
22.3,26.9,26.5,"Burkina Faso","Fat supply quantity (g/capita/day)"
5.9,5.7,7.1,"Cabo Verde","Fat supply quantity (g/capita/day)"
6.9,7.2,7.1,"Cambodia","Fat supply quantity (g/capita/day)"
21.3,21.3,21.8,"Cameroon","Fat supply quantity (g/capita/day)"
1.6,1.6,1.6,"Canada","Fat supply quantity (g/capita/day)"
18.2,15,13.1,"Central African Republic","Fat supply quantity (g/capita/day)"
12.1,11.9,12.2,"Chad","Fat supply quantity (g/capita/day)"
4.3,4.5,4.5,"Chile","Fat supply quantity (g/capita/day)"
18,17.4,17.4,"China, Hong Kong SAR","Fat supply quantity (g/capita/day)"
6.3,6.6,5.5,"China, Macao SAR","Fat supply quantity (g/capita/day)"
10,10,10.1,"China, mainland","Fat supply quantity (g/capita/day)"
54.9,53,52.5,"China, Taiwan Province of","Fat supply quantity (g/capita/day)"
23.6,32.9,34.1,"Colombia","Fat supply quantity (g/capita/day)"
20.7,21.2,20.8,"Congo","Fat supply quantity (g/capita/day)"
20.4,20.5,21.3,"Costa Rica","Fat supply quantity (g/capita/day)"
31.7,31.3,33.7,"Côte d'Ivoire","Fat supply quantity (g/capita/day)"
5.2,5.8,5.1,"Croatia","Fat supply quantity (g/capita/day)"
4.4,4.3,4.9,"Cuba","Fat supply quantity (g/capita/day)"
21.5,26.9,29.2,"Cyprus","Fat supply quantity (g/capita/day)"
46.4,45.4,49.7,"Czech Republic","Fat supply quantity (g/capita/day)"
13.6,13.3,13.9,"Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)"
6.3,3.9,4.1,"Denmark","Fat supply quantity (g/capita/day)"
26.3,26.6,26.3,"Djibouti","Fat supply quantity (g/capita/day)"
3.6,8.5,9.3,"Dominica","Fat supply quantity (g/capita/day)"
17.5,19.7,24.8,"Dominican Republic","Fat supply quantity (g/capita/day)"
28,27.8,28.6,"Ecuador","Fat supply quantity (g/capita/day)"
9.9,9.9,10.3,"Egypt","Fat supply quantity (g/capita/day)"
9.8,10.5,10.1,"El Salvador","Fat supply quantity (g/capita/day)"
0.8,1.5,1.8,"Estonia","Fat supply quantity (g/capita/day)"
8.3,9.4,9.3,"Ethiopia","Fat supply quantity (g/capita/day)"
28.1,25.4,24.9,"Fiji","Fat supply quantity (g/capita/day)"
23,21.7,20,"Finland","Fat supply quantity (g/capita/day)"
13.9,14,13.9,"France","Fat supply quantity (g/capita/day)"
8,8.4,8.8,"French Polynesia","Fat supply quantity (g/capita/day)"
9.6,8.7,8.7,"Gabon","Fat supply quantity (g/capita/day)"
31.7,29.7,33,"Gambia","Fat supply quantity (g/capita/day)"
5,5.3,5.3,"Georgia","Fat supply quantity (g/capita/day)"
15.4,16.8,16.5,"Germany","Fat supply quantity (g/capita/day)"
10.5,12.3,11.1,"Ghana","Fat supply quantity (g/capita/day)"
46.1,45.2,42.6,"Greece","Fat supply quantity (g/capita/day)"
5.3,5.5,5.6,"Grenada","Fat supply quantity (g/capita/day)"
18.8,18.5,19.5,"Guatemala","Fat supply quantity (g/capita/day)"
21.3,23.7,25.3,"Guinea","Fat supply quantity (g/capita/day)"
21.1,20.9,20.8,"Guinea-Bissau","Fat supply quantity (g/capita/day)"
2.7,3,3.3,"Guyana","Fat supply quantity (g/capita/day)"
15,14.4,16.9,"Haiti","Fat supply quantity (g/capita/day)"
37.6,38,39.5,"Honduras","Fat supply quantity (g/capita/day)"
3.6,3.6,3.8,"Hungary","Fat supply quantity (g/capita/day)"
3.1,3,3.3,"Iceland","Fat supply quantity (g/capita/day)"
8.4,8.6,8,"India","Fat supply quantity (g/capita/day)"
11.2,11.5,11.3,"Indonesia","Fat supply quantity (g/capita/day)"
13.5,13.1,13.3,"Iran (Islamic Republic of)","Fat supply quantity (g/capita/day)"
8.1,11.5,9.3,"Iraq","Fat supply quantity (g/capita/day)"
19,19.5,18.3,"Ireland","Fat supply quantity (g/capita/day)"
29.6,33.4,34.9,"Israel","Fat supply quantity (g/capita/day)"
32.3,33.3,34.6,"Italy","Fat supply quantity (g/capita/day)"
5.2,5.3,6.5,"Jamaica","Fat supply quantity (g/capita/day)"
18.1,17.4,16.1,"Japan","Fat supply quantity (g/capita/day)"
21.2,21.3,18.9,"Jordan","Fat supply quantity (g/capita/day)"
4.8,4.2,4.7,"Kazakhstan","Fat supply quantity (g/capita/day)"
17.4,16.8,14.1,"Kenya","Fat supply quantity (g/capita/day)"
70.6,72.1,73,"Kiribati","Fat supply quantity (g/capita/day)"
9.8,8.8,9.7,"Kuwait","Fat supply quantity (g/capita/day)"
4,4.4,4.5,"Kyrgyzstan","Fat supply quantity (g/capita/day)"
8.4,8.5,8.5,"Lao People's Democratic Republic","Fat supply quantity (g/capita/day)"
16.8,16.9,19.8,"Latvia","Fat supply quantity (g/capita/day)"
18.1,18.1,20.2,"Lebanon","Fat supply quantity (g/capita/day)"
1.3,1,0.6,"Lesotho","Fat supply quantity (g/capita/day)"
44.6,46,46.6,"Liberia","Fat supply quantity (g/capita/day)"
16.5,16.6,17.2,"Libya","Fat supply quantity (g/capita/day)"
5.3,5.2,5.8,"Lithuania","Fat supply quantity (g/capita/day)"
19.6,13.1,12.6,"Luxembourg","Fat supply quantity (g/capita/day)"
5.1,4.8,4.9,"Madagascar","Fat supply quantity (g/capita/day)"
2.9,2.4,3,"Malawi","Fat supply quantity (g/capita/day)"
7.3,8.4,8.2,"Malaysia","Fat supply quantity (g/capita/day)"
13.6,14.8,14.5,"Maldives","Fat supply quantity (g/capita/day)"
19.5,19.9,20.2,"Mali","Fat supply quantity (g/capita/day)"
13.7,20.9,15.5,"Malta","Fat supply quantity (g/capita/day)"
20.8,23.8,26.3,"Mauritania","Fat supply quantity (g/capita/day)"
4.1,4.3,4,"Mauritius","Fat supply quantity (g/capita/day)"
21.9,22,23,"Mexico","Fat supply quantity (g/capita/day)"
7.9,7.8,7.5,"Mongolia","Fat supply quantity (g/capita/day)"
2.4,3.7,2.9,"Montenegro","Fat supply quantity (g/capita/day)"
15.7,15,15.7,"Morocco","Fat supply quantity (g/capita/day)"
9.2,10,12.4,"Mozambique","Fat supply quantity (g/capita/day)"
8.2,8.3,8.3,"Myanmar","Fat supply quantity (g/capita/day)"
4.6,5.2,3.1,"Namibia","Fat supply quantity (g/capita/day)"
4.9,4.7,4.8,"Nepal","Fat supply quantity (g/capita/day)"
3,3,2.9,"Netherlands","Fat supply quantity (g/capita/day)"
6.9,6.8,6.7,"New Caledonia","Fat supply quantity (g/capita/day)"
4.1,6.3,0.6,"New Zealand","Fat supply quantity (g/capita/day)"
22.7,22.5,22.7,"Nicaragua","Fat supply quantity (g/capita/day)"
24.9,24.2,25.3,"Niger","Fat supply quantity (g/capita/day)"
30.1,30.5,28.7,"Nigeria","Fat supply quantity (g/capita/day)"
