"Item","Average","Region","Element","Region_crops"
"Apples",72.6672935816474,"Pacific_Region_ausnz","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",72.6672935816474,"Pacific_Region_ausnz","Food supply quantity (g/capita/day)","Asia_East"
"Apples",72.6672935816474,"Pacific_Region_ausnz","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",72.6672935816474,"Pacific_Region_ausnz","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.0965459603245652,"Asia_East","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.0965459603245652,"Asia_East","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.0965459603245652,"Asia_East","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.0965459603245652,"Asia_East","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.0965459603245652,"Asia_East","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.0965459603245652,"Asia_East","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",4.03753527999302,"America_Caribbean","Food supply quantity (g/capita/day)","Asia_Central"
"Apples",4.03753527999302,"America_Caribbean","Food supply quantity (g/capita/day)","Europe_Western_north"
"Apples",4.03753527999302,"America_Caribbean","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",4.03753527999302,"America_Caribbean","Food supply quantity (g/capita/day)","Asia_East"
"Apples",4.03753527999302,"America_Caribbean","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",4.03753527999302,"America_Caribbean","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.0101748588729131,"Pacific_Region_tropical","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.0101748588729131,"Pacific_Region_tropical","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.0101748588729131,"Pacific_Region_tropical","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.0101748588729131,"Pacific_Region_tropical","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.0101748588729131,"Pacific_Region_tropical","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.0101748588729131,"Pacific_Region_tropical","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.1,"Pacific_Region_ausnz","Protein supply quantity (g/capita/day)","Asia_Central"
"Apples",0.1,"Pacific_Region_ausnz","Protein supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.1,"Pacific_Region_ausnz","Protein supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.1,"Pacific_Region_ausnz","Protein supply quantity (g/capita/day)","Asia_East"
"Apples",0.1,"Pacific_Region_ausnz","Protein supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.1,"Pacific_Region_ausnz","Protein supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.0452023673538041,"America_South_andean","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.0452023673538041,"America_South_andean","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.0452023673538041,"America_South_andean","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.0452023673538041,"America_South_andean","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.0452023673538041,"America_South_andean","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.0452023673538041,"America_South_andean","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.073425484561941,"America_Central_and_Mexico","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.073425484561941,"America_Central_and_Mexico","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.073425484561941,"America_Central_and_Mexico","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.073425484561941,"America_Central_and_Mexico","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.073425484561941,"America_Central_and_Mexico","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.073425484561941,"America_Central_and_Mexico","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.00138474952372311,"America_Caribbean","Protein supply quantity (g/capita/day)","Asia_Central"
"Apples",0.00138474952372311,"America_Caribbean","Protein supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.00138474952372311,"America_Caribbean","Protein supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.00138474952372311,"America_Caribbean","Protein supply quantity (g/capita/day)","Asia_East"
"Apples",0.00138474952372311,"America_Caribbean","Protein supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.00138474952372311,"America_Caribbean","Protein supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.00115562812105234,"Africa_Southern","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.00115562812105234,"Africa_Southern","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.00115562812105234,"Africa_Southern","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.00115562812105234,"Africa_Southern","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.00115562812105234,"Africa_Southern","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.00115562812105234,"Africa_Southern","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",43.5253483729733,"Asia_East","Food supply quantity (g/capita/day)","Asia_Central"
"Apples",43.5253483729733,"Asia_East","Food supply quantity (g/capita/day)","Europe_Western_north"
"Apples",43.5253483729733,"Asia_East","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",43.5253483729733,"Asia_East","Food supply quantity (g/capita/day)","Asia_East"
"Apples",43.5253483729733,"Asia_East","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",43.5253483729733,"Asia_East","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",17.4094126483744,"Europe_Western_south","Food supply (kcal/capita/day)","Asia_Central"
"Apples",17.4094126483744,"Europe_Western_south","Food supply (kcal/capita/day)","Europe_Western_north"
"Apples",17.4094126483744,"Europe_Western_south","Food supply (kcal/capita/day)","Europe_Eastern_north"
"Apples",17.4094126483744,"Europe_Western_south","Food supply (kcal/capita/day)","Asia_East"
"Apples",17.4094126483744,"Europe_Western_south","Food supply (kcal/capita/day)","Europe_Eastern_south"
"Apples",17.4094126483744,"Europe_Western_south","Food supply (kcal/capita/day)","Europe_Western_south"
"Apples",11.2081265634832,"America_South_tropical","Food supply quantity (g/capita/day)","Asia_Central"
"Apples",11.2081265634832,"America_South_tropical","Food supply quantity (g/capita/day)","Europe_Western_north"
"Apples",11.2081265634832,"America_South_tropical","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",11.2081265634832,"America_South_tropical","Food supply quantity (g/capita/day)","Asia_East"
"Apples",11.2081265634832,"America_South_tropical","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",11.2081265634832,"America_South_tropical","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.125470023881731,"Europe_Eastern_north","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.125470023881731,"Europe_Eastern_north","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.125470023881731,"Europe_Eastern_north","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.125470023881731,"Europe_Eastern_north","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.125470023881731,"Europe_Eastern_north","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.125470023881731,"Europe_Eastern_north","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",16.1458075167001,"Pacific_Region_tropical","Food supply quantity (g/capita/day)","Asia_Central"
"Apples",16.1458075167001,"Pacific_Region_tropical","Food supply quantity (g/capita/day)","Europe_Western_north"
"Apples",16.1458075167001,"Pacific_Region_tropical","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",16.1458075167001,"Pacific_Region_tropical","Food supply quantity (g/capita/day)","Asia_East"
"Apples",16.1458075167001,"Pacific_Region_tropical","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",16.1458075167001,"Pacific_Region_tropical","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.125797607781577,"Asia_East","Protein supply quantity (g/capita/day)","Asia_Central"
"Apples",0.125797607781577,"Asia_East","Protein supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.125797607781577,"Asia_East","Protein supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.125797607781577,"Asia_East","Protein supply quantity (g/capita/day)","Asia_East"
"Apples",0.125797607781577,"Asia_East","Protein supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.125797607781577,"Asia_East","Protein supply quantity (g/capita/day)","Europe_Western_south"
"Apples",36.8434735038925,"Europe_Western_south","Food supply quantity (g/capita/day)","Asia_Central"
"Apples",36.8434735038925,"Europe_Western_south","Food supply quantity (g/capita/day)","Europe_Western_north"
"Apples",36.8434735038925,"Europe_Western_south","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",36.8434735038925,"Europe_Western_south","Food supply quantity (g/capita/day)","Asia_East"
"Apples",36.8434735038925,"Europe_Western_south","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",36.8434735038925,"Europe_Western_south","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.00293090025529257,"America_South_tropical","Fat supply quantity (g/capita/day)","Asia_Central"
"Apples",0.00293090025529257,"America_South_tropical","Fat supply quantity (g/capita/day)","Europe_Western_north"
"Apples",0.00293090025529257,"America_South_tropical","Fat supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",0.00293090025529257,"America_South_tropical","Fat supply quantity (g/capita/day)","Asia_East"
"Apples",0.00293090025529257,"America_South_tropical","Fat supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",0.00293090025529257,"America_South_tropical","Fat supply quantity (g/capita/day)","Europe_Western_south"
"Apples",6.90879785286301,"Africa_Southern","Food supply quantity (g/capita/day)","Asia_Central"
"Apples",6.90879785286301,"Africa_Southern","Food supply quantity (g/capita/day)","Europe_Western_north"
"Apples",6.90879785286301,"Africa_Southern","Food supply quantity (g/capita/day)","Europe_Eastern_north"
"Apples",6.90879785286301,"Africa_Southern","Food supply quantity (g/capita/day)","Asia_East"
"Apples",6.90879785286301,"Africa_Southern","Food supply quantity (g/capita/day)","Europe_Eastern_south"
"Apples",6.90879785286301,"Africa_Southern","Food supply quantity (g/capita/day)","Europe_Western_south"
"Apples",0.0344279471227855,"America_South_andean","Protein supply quantity (g/capita/day)","Asia_Central"
"Apples",0.0344279471227855,"America_South_andean","Protein supply quantity (g/capita/day)","Europe_Western_north"
