"Y2009","Y2010","Y2011","Country","Element"
1471,1458,1466,"Afghanistan","Food supply (kcal/capita/day)"
296,267,265,"Albania","Food supply (kcal/capita/day)"
2044,1965,1976,"Algeria","Food supply (kcal/capita/day)"
178,176,177,"Angola","Food supply (kcal/capita/day)"
7,7,4,"Antigua and Barbuda","Food supply (kcal/capita/day)"
5,6,7,"Argentina","Food supply (kcal/capita/day)"
1425,1459,1427,"Armenia","Food supply (kcal/capita/day)"
471,478,489,"Austria","Food supply (kcal/capita/day)"
1699,1679,1661,"Azerbaijan","Food supply (kcal/capita/day)"
1,1,1,"Bahamas","Food supply (kcal/capita/day)"
1844,1834,1825,"Bangladesh","Food supply (kcal/capita/day)"
10,5,2,"Barbados","Food supply (kcal/capita/day)"
434,370,359,"Belarus","Food supply (kcal/capita/day)"
517,512,451,"Belgium","Food supply (kcal/capita/day)"
332,333,331,"Belize","Food supply (kcal/capita/day)"
1118,1130,1159,"Benin","Food supply (kcal/capita/day)"
27,20,20,"Bermuda","Food supply (kcal/capita/day)"
203,226,246,"Bolivia (Plurinational State of)","Food supply (kcal/capita/day)"
163,172,181,"Bosnia and Herzegovina","Food supply (kcal/capita/day)"
234,264,238,"Botswana","Food supply (kcal/capita/day)"
189,193,200,"Brazil","Food supply (kcal/capita/day)"
1064,1067,1073,"Brunei Darussalam","Food supply (kcal/capita/day)"
310,251,274,"Bulgaria","Food supply (kcal/capita/day)"
1300,1300,1285,"Burkina Faso","Food supply (kcal/capita/day)"
506,522,535,"Cabo Verde","Food supply (kcal/capita/day)"
1741,1757,1740,"Cambodia","Food supply (kcal/capita/day)"
655,654,669,"Cameroon","Food supply (kcal/capita/day)"
50,51,50,"Canada","Food supply (kcal/capita/day)"
245,262,251,"Central African Republic","Food supply (kcal/capita/day)"
862,880,899,"Chad","Food supply (kcal/capita/day)"
118,131,150,"Chile","Food supply (kcal/capita/day)"
666,659,667,"China, Hong Kong SAR","Food supply (kcal/capita/day)"
557,533,540,"China, Macao SAR","Food supply (kcal/capita/day)"
933,942,958,"China, mainland","Food supply (kcal/capita/day)"
1015,1009,1000,"China, Taiwan Province of","Food supply (kcal/capita/day)"
409,478,484,"Colombia","Food supply (kcal/capita/day)"
356,380,375,"Congo","Food supply (kcal/capita/day)"
372,374,393,"Costa Rica","Food supply (kcal/capita/day)"
1380,1355,1352,"Côte d'Ivoire","Food supply (kcal/capita/day)"
420,455,440,"Croatia","Food supply (kcal/capita/day)"
34,27,26,"Cuba","Food supply (kcal/capita/day)"
1077,1127,1132,"Cyprus","Food supply (kcal/capita/day)"
359,369,344,"Czech Republic","Food supply (kcal/capita/day)"
896,891,902,"Democratic People's Republic of Korea","Food supply (kcal/capita/day)"
488,488,487,"Denmark","Food supply (kcal/capita/day)"
123,121,127,"Djibouti","Food supply (kcal/capita/day)"
128,143,135,"Dominica","Food supply (kcal/capita/day)"
7,7,8,"Dominican Republic","Food supply (kcal/capita/day)"
