"Y2009","Y2010","Y2011","Country","Element"
44,55,56,"Afghanistan","Food supply (kcal/capita/day)"
212,224,244,"Albania","Food supply (kcal/capita/day)"
148,136,170,"Algeria","Food supply (kcal/capita/day)"
100,110,108,"Angola","Food supply (kcal/capita/day)"
307,309,335,"Antigua and Barbuda","Food supply (kcal/capita/day)"
127,132,122,"Argentina","Food supply (kcal/capita/day)"
299,252,301,"Armenia","Food supply (kcal/capita/day)"
176,178,188,"Australia","Food supply (kcal/capita/day)"
348,292,299,"Austria","Food supply (kcal/capita/day)"
230,250,256,"Azerbaijan","Food supply (kcal/capita/day)"
530,532,571,"Bahamas","Food supply (kcal/capita/day)"
58,56,60,"Bangladesh","Food supply (kcal/capita/day)"
228,220,215,"Barbados","Food supply (kcal/capita/day)"
303,288,327,"Belarus","Food supply (kcal/capita/day)"
255,253,259,"Belgium","Food supply (kcal/capita/day)"
252,252,267,"Belize","Food supply (kcal/capita/day)"
96,77,83,"Benin","Food supply (kcal/capita/day)"
564,425,419,"Bermuda","Food supply (kcal/capita/day)"
94,95,96,"Bolivia (Plurinational State of)","Food supply (kcal/capita/day)"
371,356,359,"Bosnia and Herzegovina","Food supply (kcal/capita/day)"
177,236,229,"Botswana","Food supply (kcal/capita/day)"
85,85,90,"Brazil","Food supply (kcal/capita/day)"
319,316,300,"Brunei Darussalam","Food supply (kcal/capita/day)"
135,164,168,"Bulgaria","Food supply (kcal/capita/day)"
224,216,209,"Burkina Faso","Food supply (kcal/capita/day)"
178,185,193,"Cabo Verde","Food supply (kcal/capita/day)"
65,61,58,"Cambodia","Food supply (kcal/capita/day)"
144,147,147,"Cameroon","Food supply (kcal/capita/day)"
252,256,269,"Canada","Food supply (kcal/capita/day)"
110,106,98,"Central African Republic","Food supply (kcal/capita/day)"
298,288,281,"Chad","Food supply (kcal/capita/day)"
131,145,136,"Chile","Food supply (kcal/capita/day)"
400,399,372,"China, Hong Kong SAR","Food supply (kcal/capita/day)"
303,306,343,"China, Macao SAR","Food supply (kcal/capita/day)"
290,295,304,"China, mainland","Food supply (kcal/capita/day)"
283,298,321,"China, Taiwan Province of","Food supply (kcal/capita/day)"
83,82,87,"Colombia","Food supply (kcal/capita/day)"
91,97,98,"Congo","Food supply (kcal/capita/day)"
154,159,156,"Costa Rica","Food supply (kcal/capita/day)"
138,142,149,"Côte d'Ivoire","Food supply (kcal/capita/day)"
266,256,245,"Croatia","Food supply (kcal/capita/day)"
131,139,142,"Cuba","Food supply (kcal/capita/day)"
244,249,262,"Cyprus","Food supply (kcal/capita/day)"
184,152,182,"Czech Republic","Food supply (kcal/capita/day)"
177,171,162,"Democratic People's Republic of Korea","Food supply (kcal/capita/day)"
238,251,253,"Denmark","Food supply (kcal/capita/day)"
146,113,143,"Djibouti","Food supply (kcal/capita/day)"
297,271,239,"Dominica","Food supply (kcal/capita/day)"
133,165,158,"Dominican Republic","Food supply (kcal/capita/day)"
74,81,73,"Ecuador","Food supply (kcal/capita/day)"
126,119,124,"Egypt","Food supply (kcal/capita/day)"
149,118,138,"El Salvador","Food supply (kcal/capita/day)"
421,430,423,"Estonia","Food supply (kcal/capita/day)"
290,300,315,"Ethiopia","Food supply (kcal/capita/day)"
102,99,105,"Fiji","Food supply (kcal/capita/day)"
184,189,188,"Finland","Food supply (kcal/capita/day)"
248,221,222,"France","Food supply (kcal/capita/day)"
242,231,225,"French Polynesia","Food supply (kcal/capita/day)"
97,127,132,"Gabon","Food supply (kcal/capita/day)"
112,148,138,"Gambia","Food supply (kcal/capita/day)"
144,152,193,"Georgia","Food supply (kcal/capita/day)"
318,312,312,"Germany","Food supply (kcal/capita/day)"
81,74,53,"Ghana","Food supply (kcal/capita/day)"
289,271,252,"Greece","Food supply (kcal/capita/day)"
440,395,321,"Grenada","Food supply (kcal/capita/day)"
111,114,115,"Guatemala","Food supply (kcal/capita/day)"
207,212,209,"Guinea","Food supply (kcal/capita/day)"
110,102,115,"Guinea-Bissau","Food supply (kcal/capita/day)"
181,179,187,"Guyana","Food supply (kcal/capita/day)"
149,151,171,"Haiti","Food supply (kcal/capita/day)"
120,111,121,"Honduras","Food supply (kcal/capita/day)"
357,317,315,"Hungary","Food supply (kcal/capita/day)"
207,200,206,"Iceland","Food supply (kcal/capita/day)"
91,98,106,"India","Food supply (kcal/capita/day)"
91,78,91,"Indonesia","Food supply (kcal/capita/day)"
248,239,244,"Iran (Islamic Republic of)","Food supply (kcal/capita/day)"
71,72,74,"Iraq","Food supply (kcal/capita/day)"
231,271,327,"Ireland","Food supply (kcal/capita/day)"
286,257,268,"Israel","Food supply (kcal/capita/day)"
205,197,206,"Italy","Food supply (kcal/capita/day)"
271,170,183,"Jamaica","Food supply (kcal/capita/day)"
275,277,283,"Japan","Food supply (kcal/capita/day)"
74,83,95,"Jordan","Food supply (kcal/capita/day)"
170,181,220,"Kazakhstan","Food supply (kcal/capita/day)"
90,95,97,"Kenya","Food supply (kcal/capita/day)"
93,83,82,"Kiribati","Food supply (kcal/capita/day)"
180,171,206,"Kuwait","Food supply (kcal/capita/day)"
167,158,166,"Kyrgyzstan","Food supply (kcal/capita/day)"
152,161,156,"Lao People's Democratic Republic","Food supply (kcal/capita/day)"
324,254,224,"Latvia","Food supply (kcal/capita/day)"
320,321,302,"Lebanon","Food supply (kcal/capita/day)"
96,94,92,"Lesotho","Food supply (kcal/capita/day)"
80,85,82,"Liberia","Food supply (kcal/capita/day)"
156,174,176,"Libya","Food supply (kcal/capita/day)"
281,258,329,"Lithuania","Food supply (kcal/capita/day)"
469,526,530,"Luxembourg","Food supply (kcal/capita/day)"
52,59,58,"Madagascar","Food supply (kcal/capita/day)"
61,57,57,"Malawi","Food supply (kcal/capita/day)"
177,161,167,"Malaysia","Food supply (kcal/capita/day)"
222,226,247,"Maldives","Food supply (kcal/capita/day)"
144,138,135,"Mali","Food supply (kcal/capita/day)"
353,324,349,"Malta","Food supply (kcal/capita/day)"
51,31,28,"Mauritania","Food supply (kcal/capita/day)"
102,133,142,"Mauritius","Food supply (kcal/capita/day)"
136,185,203,"Mexico","Food supply (kcal/capita/day)"
118,137,145,"Mongolia","Food supply (kcal/capita/day)"
430,411,423,"Montenegro","Food supply (kcal/capita/day)"
139,134,138,"Morocco","Food supply (kcal/capita/day)"
36,48,41,"Mozambique","Food supply (kcal/capita/day)"
102,104,107,"Myanmar","Food supply (kcal/capita/day)"
84,86,92,"Namibia","Food supply (kcal/capita/day)"
230,232,241,"Nepal","Food supply (kcal/capita/day)"
221,167,160,"Netherlands","Food supply (kcal/capita/day)"
279,294,288,"New Caledonia","Food supply (kcal/capita/day)"
279,266,256,"New Zealand","Food supply (kcal/capita/day)"
61,82,92,"Nicaragua","Food supply (kcal/capita/day)"
68,101,81,"Niger","Food supply (kcal/capita/day)"
227,235,225,"Nigeria","Food supply (kcal/capita/day)"
199,227,245,"Norway","Food supply (kcal/capita/day)"
209,189,199,"Occupied Palestinian Territory","Food supply (kcal/capita/day)"
62,63,54,"Pakistan","Food supply (kcal/capita/day)"
115,110,119,"Panama","Food supply (kcal/capita/day)"
83,88,86,"Paraguay","Food supply (kcal/capita/day)"
125,133,140,"Peru","Food supply (kcal/capita/day)"
152,162,160,"Philippines","Food supply (kcal/capita/day)"
178,166,173,"Poland","Food supply (kcal/capita/day)"
262,255,258,"Portugal","Food supply (kcal/capita/day)"
431,438,460,"Republic of Korea","Food supply (kcal/capita/day)"
152,161,160,"Republic of Moldova","Food supply (kcal/capita/day)"
166,174,186,"Romania","Food supply (kcal/capita/day)"
200,191,188,"Russian Federation","Food supply (kcal/capita/day)"
195,175,175,"Rwanda","Food supply (kcal/capita/day)"
324,307,308,"Saint Kitts and Nevis","Food supply (kcal/capita/day)"
191,177,187,"Saint Lucia","Food supply (kcal/capita/day)"
396,436,357,"Saint Vincent and the Grenadines","Food supply (kcal/capita/day)"
145,141,119,"Samoa","Food supply (kcal/capita/day)"
156,128,135,"Sao Tome and Principe","Food supply (kcal/capita/day)"
136,187,200,"Saudi Arabia","Food supply (kcal/capita/day)"
68,57,55,"Senegal","Food supply (kcal/capita/day)"
281,215,251,"Serbia","Food supply (kcal/capita/day)"
146,144,142,"Sierra Leone","Food supply (kcal/capita/day)"
237,224,232,"Slovakia","Food supply (kcal/capita/day)"
188,185,187,"Slovenia","Food supply (kcal/capita/day)"
107,103,113,"Solomon Islands","Food supply (kcal/capita/day)"
32,26,26,"Somalia","Food supply (kcal/capita/day)"
107,102,105,"South Africa","Food supply (kcal/capita/day)"
149,131,127,"Spain","Food supply (kcal/capita/day)"
55,57,61,"Sri Lanka","Food supply (kcal/capita/day)"
109,106,117,"Sudan (former)","Food supply (kcal/capita/day)"
137,149,140,"Suriname","Food supply (kcal/capita/day)"
204,240,238,"Swaziland","Food supply (kcal/capita/day)"
207,202,189,"Sweden","Food supply (kcal/capita/day)"
260,264,274,"Switzerland","Food supply (kcal/capita/day)"
152,143,173,"Syrian Arab Republic","Food supply (kcal/capita/day)"
95,101,105,"Tajikistan","Food supply (kcal/capita/day)"
215,228,221,"Thailand","Food supply (kcal/capita/day)"
195,191,190,"The former Yugoslav Republic of Macedonia","Food supply (kcal/capita/day)"
61,57,73,"Timor-Leste","Food supply (kcal/capita/day)"
64,67,69,"Togo","Food supply (kcal/capita/day)"
185,176,196,"Trinidad and Tobago","Food supply (kcal/capita/day)"
205,213,227,"Tunisia","Food supply (kcal/capita/day)"
196,201,200,"Turkey","Food supply (kcal/capita/day)"
114,118,116,"Turkmenistan","Food supply (kcal/capita/day)"
144,145,147,"Uganda","Food supply (kcal/capita/day)"
208,222,222,"Ukraine","Food supply (kcal/capita/day)"
194,206,253,"United Arab Emirates","Food supply (kcal/capita/day)"
144,153,161,"United Kingdom","Food supply (kcal/capita/day)"
110,113,117,"United Republic of Tanzania","Food supply (kcal/capita/day)"
427,435,397,"United States of America","Food supply (kcal/capita/day)"
153,182,199,"Uruguay","Food supply (kcal/capita/day)"
168,173,174,"Uzbekistan","Food supply (kcal/capita/day)"
126,126,124,"Vanuatu","Food supply (kcal/capita/day)"
82,81,92,"Venezuela (Bolivarian Republic of)","Food supply (kcal/capita/day)"
171,155,165,"Viet Nam","Food supply (kcal/capita/day)"
80,66,80,"Yemen","Food supply (kcal/capita/day)"
77,70,68,"Zambia","Food supply (kcal/capita/day)"
90,82,84,"Zimbabwe","Food supply (kcal/capita/day)"
