"Y2009","Y2010","Y2011","Country","Element"
1.4,1.9,1.7,"Afghanistan","Protein supply quantity (g/capita/day)"
4.8,5.6,6,"Albania","Protein supply quantity (g/capita/day)"
3.7,4,4,"Algeria","Protein supply quantity (g/capita/day)"
2.2,2.2,2.5,"Angola","Protein supply quantity (g/capita/day)"
3.5,3.4,4.3,"Antigua and Barbuda","Protein supply quantity (g/capita/day)"
1.5,1.7,1.5,"Argentina","Protein supply quantity (g/capita/day)"
7.3,6.2,8,"Armenia","Protein supply quantity (g/capita/day)"
4.3,4.5,4.7,"Australia","Protein supply quantity (g/capita/day)"
4.9,4.5,4.7,"Austria","Protein supply quantity (g/capita/day)"
3.6,4,4.1,"Azerbaijan","Protein supply quantity (g/capita/day)"
7.6,7.3,7.7,"Bahamas","Protein supply quantity (g/capita/day)"
1.4,1.4,1.5,"Bangladesh","Protein supply quantity (g/capita/day)"
5.6,5.8,6,"Barbados","Protein supply quantity (g/capita/day)"
5.6,5.1,5.8,"Belarus","Protein supply quantity (g/capita/day)"
5.2,4.6,4.9,"Belgium","Protein supply quantity (g/capita/day)"
3,3.5,3.6,"Belize","Protein supply quantity (g/capita/day)"
2.4,1.7,1.7,"Benin","Protein supply quantity (g/capita/day)"
7.6,6.4,5.7,"Bermuda","Protein supply quantity (g/capita/day)"
2.6,2.4,2.4,"Bolivia (Plurinational State of)","Protein supply quantity (g/capita/day)"
7.7,7.5,7.4,"Bosnia and Herzegovina","Protein supply quantity (g/capita/day)"
3.1,4,4.1,"Botswana","Protein supply quantity (g/capita/day)"
1.5,1.5,1.7,"Brazil","Protein supply quantity (g/capita/day)"
5.5,5.4,5.1,"Brunei Darussalam","Protein supply quantity (g/capita/day)"
1.8,2.5,2.4,"Bulgaria","Protein supply quantity (g/capita/day)"
4.2,4.1,3.9,"Burkina Faso","Protein supply quantity (g/capita/day)"
2.9,3,3.3,"Cabo Verde","Protein supply quantity (g/capita/day)"
1.6,1.6,1.9,"Cambodia","Protein supply quantity (g/capita/day)"
4.4,4.3,4,"Cameroon","Protein supply quantity (g/capita/day)"
5.1,5,5.3,"Canada","Protein supply quantity (g/capita/day)"
3.9,3.9,3.8,"Central African Republic","Protein supply quantity (g/capita/day)"
8.2,8,7.7,"Chad","Protein supply quantity (g/capita/day)"
2.7,2.8,2.6,"Chile","Protein supply quantity (g/capita/day)"
10,10,9.8,"China, Hong Kong SAR","Protein supply quantity (g/capita/day)"
5.1,5,5.8,"China, Macao SAR","Protein supply quantity (g/capita/day)"
11.5,11.9,12.1,"China, mainland","Protein supply quantity (g/capita/day)"
7.1,7,7.3,"China, Taiwan Province of","Protein supply quantity (g/capita/day)"
1.3,1.3,1.3,"Colombia","Protein supply quantity (g/capita/day)"
4.3,4.8,4.6,"Congo","Protein supply quantity (g/capita/day)"
1.7,1.6,1.7,"Costa Rica","Protein supply quantity (g/capita/day)"
3.2,3.1,3.5,"Côte d'Ivoire","Protein supply quantity (g/capita/day)"
4.5,3.6,3.3,"Croatia","Protein supply quantity (g/capita/day)"
3,2.9,2.7,"Cuba","Protein supply quantity (g/capita/day)"
4.7,5,5.1,"Cyprus","Protein supply quantity (g/capita/day)"
3,2.6,2.8,"Czech Republic","Protein supply quantity (g/capita/day)"
5.9,5.6,5,"Democratic People's Republic of Korea","Protein supply quantity (g/capita/day)"
4.6,4.7,5,"Denmark","Protein supply quantity (g/capita/day)"
2.4,2.4,2.6,"Djibouti","Protein supply quantity (g/capita/day)"
4,3.1,3.4,"Dominica","Protein supply quantity (g/capita/day)"
2.1,2.6,2.5,"Dominican Republic","Protein supply quantity (g/capita/day)"
1.3,1.5,1.4,"Ecuador","Protein supply quantity (g/capita/day)"
3.9,3.7,3.8,"Egypt","Protein supply quantity (g/capita/day)"
2.3,2,2.2,"El Salvador","Protein supply quantity (g/capita/day)"
3.5,3.6,4,"Estonia","Protein supply quantity (g/capita/day)"
7.9,8.2,8.4,"Ethiopia","Protein supply quantity (g/capita/day)"
1.8,2.6,2.3,"Fiji","Protein supply quantity (g/capita/day)"
3.8,3.9,3.8,"Finland","Protein supply quantity (g/capita/day)"
5,4.5,4.8,"France","Protein supply quantity (g/capita/day)"
4.7,4.5,4.4,"French Polynesia","Protein supply quantity (g/capita/day)"
1.8,2.2,2.1,"Gabon","Protein supply quantity (g/capita/day)"
1.2,1.5,1.4,"Gambia","Protein supply quantity (g/capita/day)"
