"Y2009","Y2010","Y2011","Country"
0.125673981018043,0.146579138245573,0.153522156555434,"Afghanistan"
0.740900165991091,0.737918654727971,0.742600623468648,"Albania"
0.146744526014342,0.157589485819779,0.165590569859954,"Algeria"
0.87677845209226,0.879178495350246,0.886610484806403,"Angola"
0.376466405972271,0.365331491712707,0.373318793166121,"Antigua and Barbuda"
0.99163711037476,0.992578109747561,0.993056885431127,"Argentina"
0.259720141199177,0.253983140947752,0.260108765784865,"Armenia"
0.999131764948021,0.999105059948603,0.999092101507067,"Australia"
0.833908165810863,0.828553823242825,0.832471788570378,"Austria"
0.180910994701082,0.20872274833889,0.220860684940435,"Azerbaijan"
0.463048110351015,0.524256970687366,0.628222195328573,"Bahamas"
0.122057885845425,0.124879750586118,0.130232338141467,"Bangladesh"
0.836322014498283,0.815562588671833,0.838881800255191,"Barbados"
0.908840434880394,0.900877359910702,0.905239311707717,"Belarus"
0.843687090906468,0.844259867464208,0.849378327059297,"Belgium"
0.716443438042012,0.661059477462475,0.668437507345855,"Belize"
0.83106188188019,0.818402488490157,0.816946576453703,"Benin"
0.376436781609195,0.340540540540541,0.379821958456973,"Bermuda"
0.83366439646226,0.824658592579261,0.832799788217581,"Bolivia (Plurinational State of)"
0.616065775763925,0.605253478189223,0.607031224505142,"Bosnia and Herzegovina"
0.462161807541922,0.425175113544596,0.46191717118193,"Botswana"
0.917230406781742,0.915678095287351,0.910563008879182,"Brazil"
0.0876756860120473,0.0843799423202161,0.0821968642731236,"Brunei Darussalam"
0.917649620960234,0.884932323088694,0.882518376065618,"Bulgaria"
0.284625784380503,0.276667873853245,0.2984124882054,"Burkina Faso"
0.595755894160867,0.587570535537743,0.578069439145364,"Cabo Verde"
0.180292784064765,0.189810969676014,0.197055802685197,"Cambodia"
0.729719116670659,0.718366944062582,0.722700425106863,"Cameroon"
0.992174343848602,0.991946043285087,0.993440232574792,"Canada"
0.844706117230603,0.824511565822185,0.829686559126222,"Central African Republic"
0.31321521718154,0.31631725763926,0.373815782036515,"Chad"
0.922026321298777,0.900485648258335,0.909213573376163,"Chile"
0.460279248916707,0.459971577451445,0.462153267512929,"China, Hong Kong SAR"
1,1,1,"China, Macao SAR"
0.611130256673898,0.613721845490681,0.616369524532538,"China, mainland"
0.304212489234782,0.308373398565816,0.304758886522262,"China, Taiwan Province of"
