"Y2009","Y2010","Y2011","Country","Element"
485,484,492,"Afghanistan","Food supply quantity (g/capita/day)"
166,160,159,"Albania","Food supply quantity (g/capita/day)"
753,731,730,"Algeria","Food supply quantity (g/capita/day)"
37,41,42,"Angola","Food supply quantity (g/capita/day)"
6,5,2,"Antigua and Barbuda","Food supply quantity (g/capita/day)"
13,15,17,"Argentina","Food supply quantity (g/capita/day)"
619,577,583,"Armenia","Food supply quantity (g/capita/day)"
238,248,263,"Austria","Food supply quantity (g/capita/day)"
783,781,776,"Azerbaijan","Food supply quantity (g/capita/day)"
1,1,1,"Bahamas","Food supply quantity (g/capita/day)"
525,521,519,"Bangladesh","Food supply quantity (g/capita/day)"
3,4,1,"Barbados","Food supply quantity (g/capita/day)"
203,185,178,"Belarus","Food supply quantity (g/capita/day)"
217,199,180,"Belgium","Food supply quantity (g/capita/day)"
105,106,104,"Belize","Food supply quantity (g/capita/day)"
567,612,622,"Benin","Food supply quantity (g/capita/day)"
8,6,6,"Bermuda","Food supply quantity (g/capita/day)"
250,268,281,"Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)"
97,91,91,"Bosnia and Herzegovina","Food supply quantity (g/capita/day)"
70,78,74,"Botswana","Food supply quantity (g/capita/day)"
161,163,167,"Brazil","Food supply quantity (g/capita/day)"
318,318,302,"Brunei Darussalam","Food supply quantity (g/capita/day)"
109,82,94,"Bulgaria","Food supply quantity (g/capita/day)"
455,454,446,"Burkina Faso","Food supply quantity (g/capita/day)"
144,147,152,"Cabo Verde","Food supply quantity (g/capita/day)"
540,543,541,"Cambodia","Food supply quantity (g/capita/day)"
171,171,177,"Cameroon","Food supply quantity (g/capita/day)"
58,61,59,"Canada","Food supply quantity (g/capita/day)"
68,74,72,"Central African Republic","Food supply quantity (g/capita/day)"
332,346,350,"Chad","Food supply quantity (g/capita/day)"
167,184,207,"Chile","Food supply quantity (g/capita/day)"
263,262,265,"China, Hong Kong SAR","Food supply quantity (g/capita/day)"
230,224,232,"China, Macao SAR","Food supply quantity (g/capita/day)"
326,334,349,"China, mainland","Food supply quantity (g/capita/day)"
323,326,325,"China, Taiwan Province of","Food supply quantity (g/capita/day)"
310,304,299,"Colombia","Food supply quantity (g/capita/day)"
70,75,74,"Congo","Food supply quantity (g/capita/day)"
