"Y2009","Y2010","Y2011","Country","Element"
1121.94,1187.78,1235.16,"Albania","Gross Production Value (current million US$)"
10291.04,10964.65,12558.24,"Algeria","Gross Production Value (current million US$)"
0,7113.39,0,"Angola","Gross Production Value (current million US$)"
7.19,7,7.64,"Antigua and Barbuda","Gross Production Value (current million US$)"
16565.18,27404.21,33080.04,"Argentina","Gross Production Value (current million US$)"
608.63,758.24,951.09,"Armenia","Gross Production Value (current million US$)"
16120.24,17047.46,25328.31,"Australia","Gross Production Value (current million US$)"
2379.64,3083.26,4204.42,"Austria","Gross Production Value (current million US$)"
2655.08,3004.86,3140.58,"Azerbaijan","Gross Production Value (current million US$)"
12433.25,12451.11,13961.19,"Bangladesh","Gross Production Value (current million US$)"
39.87,36.3,38.26,"Barbados","Gross Production Value (current million US$)"
3410.53,5106.76,4725.26,"Belarus","Gross Production Value (current million US$)"
3777.6,3824.16,3893.75,"Belgium","Gross Production Value (current million US$)"
132.06,135.04,134.98,"Belize","Gross Production Value (current million US$)"
3527.67,3242.7,4179.11,"Benin","Gross Production Value (current million US$)"
2294.88,2467.23,2427.68,"Bolivia (Plurinational State of)","Gross Production Value (current million US$)"
728.33,759.55,845.32,"Bosnia and Herzegovina","Gross Production Value (current million US$)"
18.15,26.45,46.29,"Botswana","Gross Production Value (current million US$)"
74216.17,90802.83,121287.61,"Brazil","Gross Production Value (current million US$)"
11.75,12.87,15.94,"Brunei Darussalam","Gross Production Value (current million US$)"
2192.18,2892.85,3514.53,"Bulgaria","Gross Production Value (current million US$)"
1780,2132.35,2024.13,"Burkina Faso","Gross Production Value (current million US$)"
123.92,109.64,127.87,"Cabo Verde","Gross Production Value (current million US$)"
3794.48,4686.83,6198.13,"Cambodia","Gross Production Value (current million US$)"
5535.13,6784.46,7312.19,"Cameroon","Gross Production Value (current million US$)"
19384.08,19004.66,24660.26,"Canada","Gross Production Value (current million US$)"
2184.37,2018.96,1970.5,"Chad","Gross Production Value (current million US$)"
3779.75,3371.21,5212.63,"Chile","Gross Production Value (current million US$)"
20.07,41.48,0,"China, Hong Kong SAR","Gross Production Value (current million US$)"
539019.59,643546.31,836407.05,"China, mainland","Gross Production Value (current million US$)"
9490.14,10979.27,14171.41,"Colombia","Gross Production Value (current million US$)"
562.13,579.4,723.37,"Congo","Gross Production Value (current million US$)"
2329.67,2764.15,3246.57,"Costa Rica","Gross Production Value (current million US$)"
5798.06,5949.5,8794.83,"Côte d'Ivoire","Gross Production Value (current million US$)"
1644.68,1661.47,1774.25,"Croatia","Gross Production Value (current million US$)"
327.34,313.63,361.62,"Cyprus","Gross Production Value (current million US$)"
2261.42,2173.92,3542.55,"Czech Republic","Gross Production Value (current million US$)"
2630.01,2339.71,3304.71,"Denmark","Gross Production Value (current million US$)"
2380.06,2521.5,2616.3,"Dominican Republic","Gross Production Value (current million US$)"
3736.01,4270.75,4304.43,"Ecuador","Gross Production Value (current million US$)"
17867.55,19384.13,22474.91,"Egypt","Gross Production Value (current million US$)"
893.56,1073.3,1316.57,"El Salvador","Gross Production Value (current million US$)"
219.51,297.5,357,"Estonia","Gross Production Value (current million US$)"
6464.68,5596.26,6036.29,"Ethiopia","Gross Production Value (current million US$)"
148.01,143.31,209.59,"Fiji","Gross Production Value (current million US$)"
