"Y2009","Y2010","Y2011","Country","Element"
25.75,20.4,22.81,"Albania","Gross Production Value (current million US$)"
313.04,352.59,426.79,"Algeria","Gross Production Value (current million US$)"
0,133.53,0,"Angola","Gross Production Value (current million US$)"
0,0,0,"Antigua and Barbuda","Gross Production Value (current million US$)"
0,0,0,"Argentina","Gross Production Value (current million US$)"
4.52,1.74,4.72,"Armenia","Gross Production Value (current million US$)"
55.16,72.59,93.22,"Australia","Gross Production Value (current million US$)"
56.2,96.4,95.57,"Austria","Gross Production Value (current million US$)"
133.32,204.01,158.17,"Azerbaijan","Gross Production Value (current million US$)"
0.1,0.12,0.12,"Bangladesh","Gross Production Value (current million US$)"
13.54,12.51,14.57,"Barbados","Gross Production Value (current million US$)"
74.18,123.96,118.57,"Belarus","Gross Production Value (current million US$)"
307.69,307.28,301.66,"Belgium","Gross Production Value (current million US$)"
6.48,6.36,7.6,"Belize","Gross Production Value (current million US$)"
18.56,7,9.33,"Benin","Gross Production Value (current million US$)"
11.49,14.07,13.53,"Bolivia (Plurinational State of)","Gross Production Value (current million US$)"
0,0,0,"Bosnia and Herzegovina","Gross Production Value (current million US$)"
1.53,2.09,2.27,"Botswana","Gross Production Value (current million US$)"
170.77,259.8,320.67,"Brazil","Gross Production Value (current million US$)"
2.16,2.33,2.72,"Brunei Darussalam","Gross Production Value (current million US$)"
0,0,0,"Bulgaria","Gross Production Value (current million US$)"
0,0,0,"Burkina Faso","Gross Production Value (current million US$)"
18.39,19.12,22.48,"Cabo Verde","Gross Production Value (current million US$)"
325.6,345.2,444.86,"Cambodia","Gross Production Value (current million US$)"
12.92,12.55,14.73,"Cameroon","Gross Production Value (current million US$)"
0,0,0,"Canada","Gross Production Value (current million US$)"
488.61,420.61,333.54,"Chad","Gross Production Value (current million US$)"
3.44,4.87,6.83,"Chile","Gross Production Value (current million US$)"
0,0,0,"China, Hong Kong SAR","Gross Production Value (current million US$)"
45887.15,52280.9,67749.12,"China, mainland","Gross Production Value (current million US$)"
0,0,0,"Colombia","Gross Production Value (current million US$)"
161.22,153.76,192.21,"Congo","Gross Production Value (current million US$)"
0,0,0,"Costa Rica","Gross Production Value (current million US$)"
40.54,41.19,49.97,"Côte d'Ivoire","Gross Production Value (current million US$)"
19.14,19.06,23.81,"Croatia","Gross Production Value (current million US$)"
11.49,12.77,13.95,"Cyprus","Gross Production Value (current million US$)"
24.43,30.2,37.65,"Czech Republic","Gross Production Value (current million US$)"
0,0,0,"Denmark","Gross Production Value (current million US$)"
23.38,27.61,32.66,"Dominican Republic","Gross Production Value (current million US$)"
39.07,58.54,52.46,"Ecuador","Gross Production Value (current million US$)"
56.02,23.12,16.68,"Egypt","Gross Production Value (current million US$)"
0,0,0,"El Salvador","Gross Production Value (current million US$)"
0.92,1.61,2.54,"Estonia","Gross Production Value (current million US$)"
22.03,16.69,23.27,"Ethiopia","Gross Production Value (current million US$)"
0.24,0.68,1.03,"Fiji","Gross Production Value (current million US$)"
0,0,0,"Finland","Gross Production Value (current million US$)"
10.9,15.32,17.51,"France","Gross Production Value (current million US$)"
0,0,0,"Gambia","Gross Production Value (current million US$)"
0,0,0,"Georgia","Gross Production Value (current million US$)"
176.4,169.42,187.42,"Germany","Gross Production Value (current million US$)"
0.04,0.05,0.06,"Ghana","Gross Production Value (current million US$)"
133.2,120.54,119.59,"Greece","Gross Production Value (current million US$)"
13.76,10.4,9.29,"Guinea","Gross Production Value (current million US$)"
0,0,0,"Guinea-Bissau","Gross Production Value (current million US$)"
10.45,11.45,12.28,"Guyana","Gross Production Value (current million US$)"
0.16,0.14,0.13,"Honduras","Gross Production Value (current million US$)"
3.9,4.04,3.65,"Hungary","Gross Production Value (current million US$)"
0,0,0,"Iceland","Gross Production Value (current million US$)"
14135.58,16133.2,15320.36,"India","Gross Production Value (current million US$)"
0,0,0,"Indonesia","Gross Production Value (current million US$)"
1783.66,1875.69,2068.18,"Iran (Islamic Republic of)","Gross Production Value (current million US$)"
0,0,0,"Iraq","Gross Production Value (current million US$)"
0,0,0,"Ireland","Gross Production Value (current million US$)"
10.48,10.67,15,"Israel","Gross Production Value (current million US$)"
22.41,27.77,34.62,"Italy","Gross Production Value (current million US$)"
47.82,59.42,77.99,"Jamaica","Gross Production Value (current million US$)"
2238.9,2668.11,2743.52,"Japan","Gross Production Value (current million US$)"
9.56,9.59,13.96,"Jordan","Gross Production Value (current million US$)"
48.69,59.39,65.06,"Kazakhstan","Gross Production Value (current million US$)"
0,0,0,"Kenya","Gross Production Value (current million US$)"
9.68,6.78,7.52,"Kyrgyzstan","Gross Production Value (current million US$)"
734.63,907.61,850,"Lao People's Democratic Republic","Gross Production Value (current million US$)"
18.5,14.17,21.2,"Latvia","Gross Production Value (current million US$)"
38.97,44.05,54.2,"Lebanon","Gross Production Value (current million US$)"
