"Y2009","Y2010","Y2011","Country","Element"
191.87,166.66,193.55,"Albania","Gross Production Value (current million US$)"
5226.4,5086.1,5732.26,"Algeria","Gross Production Value (current million US$)"
0,58.75,0,"Angola","Gross Production Value (current million US$)"
0.16,0.14,0.16,"Antigua and Barbuda","Gross Production Value (current million US$)"
155.13,181.94,242.56,"Argentina","Gross Production Value (current million US$)"
238.98,267.33,348.6,"Armenia","Gross Production Value (current million US$)"
474.01,451.94,613.23,"Austria","Gross Production Value (current million US$)"
1132.5,993.33,1235.59,"Azerbaijan","Gross Production Value (current million US$)"
9964.16,9978.51,11460.81,"Bangladesh","Gross Production Value (current million US$)"
0.66,0.59,0.69,"Barbados","Gross Production Value (current million US$)"
279.76,408.81,473.69,"Belarus","Gross Production Value (current million US$)"
946.12,960.02,686.05,"Belgium","Gross Production Value (current million US$)"
36.02,38.36,40.88,"Belize","Gross Production Value (current million US$)"
1183.47,1156.37,1483.49,"Benin","Gross Production Value (current million US$)"
496.97,621.39,601.33,"Bolivia (Plurinational State of)","Gross Production Value (current million US$)"
158.09,199.06,205.95,"Bosnia and Herzegovina","Gross Production Value (current million US$)"
10.15,17.14,25.61,"Botswana","Gross Production Value (current million US$)"
6898.79,8331.34,12777.54,"Brazil","Gross Production Value (current million US$)"
3.13,3.72,5.23,"Brunei Darussalam","Gross Production Value (current million US$)"
166.48,302.82,390.56,"Bulgaria","Gross Production Value (current million US$)"
1023.63,1270.65,1123.81,"Burkina Faso","Gross Production Value (current million US$)"
0,0,0,"Cabo Verde","Gross Production Value (current million US$)"
2608.92,3139.29,3525.85,"Cambodia","Gross Production Value (current million US$)"
849.04,896.61,1040.17,"Cameroon","Gross Production Value (current million US$)"
410.54,443.29,536.03,"Canada","Gross Production Value (current million US$)"
691.55,648.28,503.2,"Chad","Gross Production Value (current million US$)"
729.61,747.01,1118.98,"Chile","Gross Production Value (current million US$)"
1.82,1.9,0,"China, Hong Kong SAR","Gross Production Value (current million US$)"
184647.07,213279.94,272697.5,"China, mainland","Gross Production Value (current million US$)"
3145.99,3444.85,4752.11,"Colombia","Gross Production Value (current million US$)"
14.25,13.88,16.71,"Congo","Gross Production Value (current million US$)"
96.72,86.19,155.99,"Costa Rica","Gross Production Value (current million US$)"
2253.14,2189.97,2945.5,"Côte d'Ivoire","Gross Production Value (current million US$)"
302.69,279.02,291.29,"Croatia","Gross Production Value (current million US$)"
85.49,89,104.09,"Cyprus","Gross Production Value (current million US$)"
255.76,242.76,263.61,"Czech Republic","Gross Production Value (current million US$)"
222.13,221.43,266.46,"Denmark","Gross Production Value (current million US$)"
52.72,57.6,48.8,"Dominican Republic","Gross Production Value (current million US$)"
630.44,956.48,1074.36,"Ecuador","Gross Production Value (current million US$)"
7203.04,7565.49,8651.54,"Egypt","Gross Production Value (current million US$)"
422.2,428.17,583.53,"El Salvador","Gross Production Value (current million US$)"
9.16,10.57,13.37,"Estonia","Gross Production Value (current million US$)"
1911.56,1928.78,1994.29,"Ethiopia","Gross Production Value (current million US$)"
50.19,45.34,61.75,"Fiji","Gross Production Value (current million US$)"
169.6,158.26,283.17,"Finland","Gross Production Value (current million US$)"
6200.46,6464.75,7981.26,"France","Gross Production Value (current million US$)"
67.45,76.94,42.83,"Gambia","Gross Production Value (current million US$)"
109.3,121.91,176.21,"Georgia","Gross Production Value (current million US$)"
2977.21,2989.69,3772.97,"Germany","Gross Production Value (current million US$)"
2889.59,3351.51,3660.53,"Ghana","Gross Production Value (current million US$)"
8910.17,7064.81,7345.49,"Greece","Gross Production Value (current million US$)"
853.37,699.44,646.7,"Guinea","Gross Production Value (current million US$)"
181.61,189.04,191.89,"Guinea-Bissau","Gross Production Value (current million US$)"
15.63,16.99,16.01,"Guyana","Gross Production Value (current million US$)"
767.51,853.58,966.32,"Honduras","Gross Production Value (current million US$)"
104.85,154.23,150.52,"Hungary","Gross Production Value (current million US$)"
0,0,0,"Iceland","Gross Production Value (current million US$)"
79291.07,88226.14,96401.83,"India","Gross Production Value (current million US$)"
21625.17,28320.93,69672.52,"Indonesia","Gross Production Value (current million US$)"
18617.26,18636.07,21875.41,"Iran (Islamic Republic of)","Gross Production Value (current million US$)"
1698.53,2705.73,3312.01,"Iraq","Gross Production Value (current million US$)"
37.95,34.75,45.93,"Ireland","Gross Production Value (current million US$)"
842.77,962.96,1168.42,"Israel","Gross Production Value (current million US$)"
10452.07,10969.58,11233.34,"Italy","Gross Production Value (current million US$)"
43.44,46.76,76.81,"Jamaica","Gross Production Value (current million US$)"
38635.7,41140.01,42206.06,"Japan","Gross Production Value (current million US$)"
234.1,232.03,222.31,"Jordan","Gross Production Value (current million US$)"
3545.19,1804.32,5178.85,"Kazakhstan","Gross Production Value (current million US$)"
356.68,475.6,522.19,"Kenya","Gross Production Value (current million US$)"
372.27,286.75,477.56,"Kyrgyzstan","Gross Production Value (current million US$)"
917.19,1072.41,1155.57,"Lao People's Democratic Republic","Gross Production Value (current million US$)"
19.52,20.15,29.49,"Latvia","Gross Production Value (current million US$)"
487.66,414.37,426.5,"Lebanon","Gross Production Value (current million US$)"
75.45,70.63,114.85,"Lithuania","Gross Production Value (current million US$)"
4.47,4.53,4.53,"Luxembourg","Gross Production Value (current million US$)"
108.08,88.56,122.2,"Malawi","Gross Production Value (current million US$)"
1004.02,1170.36,1383.48,"Malaysia","Gross Production Value (current million US$)"
0.01,0.01,0.01,"Maldives","Gross Production Value (current million US$)"
1477.45,1653.55,2069.66,"Mali","Gross Production Value (current million US$)"
21.49,19.84,19.66,"Malta","Gross Production Value (current million US$)"
8243.43,9640,11186.08,"Mexico","Gross Production Value (current million US$)"
15.47,19.05,26.28,"Mongolia","Gross Production Value (current million US$)"
3766.25,3342.52,4030.52,"Morocco","Gross Production Value (current million US$)"
127.75,87.67,148.3,"Mozambique","Gross Production Value (current million US$)"
