"Y2009","Y2010","Y2011","Country","Element"
15.8,18.4,17.7,"Afghanistan","Fat supply quantity (g/capita/day)"
37.1,33.3,31.6,"Albania","Fat supply quantity (g/capita/day)"
45.4,48.4,52.6,"Algeria","Fat supply quantity (g/capita/day)"
34.5,34.1,34.5,"Angola","Fat supply quantity (g/capita/day)"
31,32,33.2,"Antigua and Barbuda","Fat supply quantity (g/capita/day)"
44.5,44.5,45.5,"Argentina","Fat supply quantity (g/capita/day)"
31.1,31.6,32.7,"Armenia","Fat supply quantity (g/capita/day)"
73.7,74.5,77.2,"Australia","Fat supply quantity (g/capita/day)"
80.4,80.1,76.1,"Austria","Fat supply quantity (g/capita/day)"
17.7,19.9,19.3,"Azerbaijan","Fat supply quantity (g/capita/day)"
32.1,31.5,34.1,"Bahamas","Fat supply quantity (g/capita/day)"
23.9,22.7,23.4,"Bangladesh","Fat supply quantity (g/capita/day)"
48.2,42.7,52.6,"Barbados","Fat supply quantity (g/capita/day)"
52.6,59.5,64.9,"Belarus","Fat supply quantity (g/capita/day)"
73,60.3,70.5,"Belgium","Fat supply quantity (g/capita/day)"
32.2,31.9,35.8,"Belize","Fat supply quantity (g/capita/day)"
43.4,44.7,42.6,"Benin","Fat supply quantity (g/capita/day)"
62.6,64,64.8,"Bermuda","Fat supply quantity (g/capita/day)"
15,14.8,21.1,"Bolivia (Plurinational State of)","Fat supply quantity (g/capita/day)"
36.5,40,39.1,"Bosnia and Herzegovina","Fat supply quantity (g/capita/day)"
39.3,37.3,41.6,"Botswana","Fat supply quantity (g/capita/day)"
58.6,58.7,59.2,"Brazil","Fat supply quantity (g/capita/day)"
45.9,45.9,45.7,"Brunei Darussalam","Fat supply quantity (g/capita/day)"
54.4,44.5,45.2,"Bulgaria","Fat supply quantity (g/capita/day)"
46.9,51.6,49.3,"Burkina Faso","Fat supply quantity (g/capita/day)"
36.7,35.9,36.8,"Cabo Verde","Fat supply quantity (g/capita/day)"
18.7,18.5,18.6,"Cambodia","Fat supply quantity (g/capita/day)"
45.2,46.1,46.4,"Cameroon","Fat supply quantity (g/capita/day)"
77.7,80.7,80.6,"Canada","Fat supply quantity (g/capita/day)"
53.1,49.2,47,"Central African Republic","Fat supply quantity (g/capita/day)"
40,40.4,41.3,"Chad","Fat supply quantity (g/capita/day)"
31.9,31.3,31.4,"Chile","Fat supply quantity (g/capita/day)"
48.7,49.9,46.3,"China, Hong Kong SAR","Fat supply quantity (g/capita/day)"
59.2,59.4,52.6,"China, Macao SAR","Fat supply quantity (g/capita/day)"
36.3,37,36.9,"China, mainland","Fat supply quantity (g/capita/day)"
78.3,78.5,76,"China, Taiwan Province of","Fat supply quantity (g/capita/day)"
44,54.6,56.2,"Colombia","Fat supply quantity (g/capita/day)"
35.8,34.4,34.7,"Congo","Fat supply quantity (g/capita/day)"
48.2,48.4,49.8,"Costa Rica","Fat supply quantity (g/capita/day)"
47.3,47.7,52.3,"Côte d'Ivoire","Fat supply quantity (g/capita/day)"
56,50.5,49.4,"Croatia","Fat supply quantity (g/capita/day)"
28.6,30.2,33.2,"Cuba","Fat supply quantity (g/capita/day)"
69,70.9,73.3,"Cyprus","Fat supply quantity (g/capita/day)"
70.2,74.7,74,"Czech Republic","Fat supply quantity (g/capita/day)"
24.7,24.8,24.8,"Democratic People's Republic of Korea","Fat supply quantity (g/capita/day)"
35.9,33.2,36.5,"Denmark","Fat supply quantity (g/capita/day)"
47.5,42.4,46.8,"Djibouti","Fat supply quantity (g/capita/day)"
33.5,38.6,38.9,"Dominica","Fat supply quantity (g/capita/day)"
56.6,59.3,64.4,"Dominican Republic","Fat supply quantity (g/capita/day)"
47.2,48,49.7,"Ecuador","Fat supply quantity (g/capita/day)"
39.5,39.8,40.8,"Egypt","Fat supply quantity (g/capita/day)"
33,31.7,32.9,"El Salvador","Fat supply quantity (g/capita/day)"
39.6,36.4,34.6,"Estonia","Fat supply quantity (g/capita/day)"
15.7,16.8,18.9,"Ethiopia","Fat supply quantity (g/capita/day)"
56,49.4,51.6,"Fiji","Fat supply quantity (g/capita/day)"
38,38.1,37,"Finland","Fat supply quantity (g/capita/day)"
69.8,69.3,69.7,"France","Fat supply quantity (g/capita/day)"
65.6,61.3,65.1,"French Polynesia","Fat supply quantity (g/capita/day)"
31.1,33.2,37,"Gabon","Fat supply quantity (g/capita/day)"
62.6,65.5,65.8,"Gambia","Fat supply quantity (g/capita/day)"
41.6,33.2,24.8,"Georgia","Fat supply quantity (g/capita/day)"
63.4,61.3,62.1,"Germany","Fat supply quantity (g/capita/day)"
42,43,38,"Ghana","Fat supply quantity (g/capita/day)"
94.4,93.1,90.2,"Greece","Fat supply quantity (g/capita/day)"
