"Y2009","Y2010","Y2011","Country","Element"
735,734,729,"Afghanistan","Food supply quantity (g/capita/day)"
1694,1851,1918,"Albania","Food supply quantity (g/capita/day)"
1535,1558,1612,"Algeria","Food supply quantity (g/capita/day)"
1620,1656,1685,"Angola","Food supply quantity (g/capita/day)"
1151,1109,1207,"Antigua and Barbuda","Food supply quantity (g/capita/day)"
1226,1223,1222,"Argentina","Food supply quantity (g/capita/day)"
1948,1625,1763,"Armenia","Food supply quantity (g/capita/day)"
1492,1486,1455,"Australia","Food supply quantity (g/capita/day)"
1739,1716,1805,"Austria","Food supply quantity (g/capita/day)"
1662,1666,1691,"Azerbaijan","Food supply quantity (g/capita/day)"
1418,1537,1517,"Bahamas","Food supply quantity (g/capita/day)"
823,859,856,"Bangladesh","Food supply quantity (g/capita/day)"
1391,1407,1352,"Barbados","Food supply quantity (g/capita/day)"
1775,1800,1793,"Belarus","Food supply quantity (g/capita/day)"
1702,1717,1738,"Belgium","Food supply quantity (g/capita/day)"
1480,1530,1386,"Belize","Food supply quantity (g/capita/day)"
1428,1448,1491,"Benin","Food supply quantity (g/capita/day)"
1291,1236,1164,"Bermuda","Food supply quantity (g/capita/day)"
1039,1046,1055,"Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)"
1844,1809,1813,"Bosnia and Herzegovina","Food supply quantity (g/capita/day)"
954,1013,1016,"Botswana","Food supply quantity (g/capita/day)"
1424,1499,1547,"Brazil","Food supply quantity (g/capita/day)"
1082,1105,1027,"Brunei Darussalam","Food supply quantity (g/capita/day)"
1227,1245,1261,"Bulgaria","Food supply quantity (g/capita/day)"
1360,1378,1360,"Burkina Faso","Food supply quantity (g/capita/day)"
1150,1199,1190,"Cabo Verde","Food supply quantity (g/capita/day)"
880,877,901,"Cambodia","Food supply quantity (g/capita/day)"
1653,1665,1713,"Cameroon","Food supply quantity (g/capita/day)"
1724,1710,1690,"Canada","Food supply quantity (g/capita/day)"
1200,1227,1237,"Central African Republic","Food supply quantity (g/capita/day)"
728,744,738,"Chad","Food supply quantity (g/capita/day)"
1233,1249,1245,"Chile","Food supply quantity (g/capita/day)"
1122,1126,1163,"China, Hong Kong SAR","Food supply quantity (g/capita/day)"
1040,1036,1103,"China, Macao SAR","Food supply quantity (g/capita/day)"
1842,1895,1942,"China, mainland","Food supply quantity (g/capita/day)"
1245,1289,1298,"China, Taiwan Province of","Food supply quantity (g/capita/day)"
1187,1170,1167,"Colombia","Food supply quantity (g/capita/day)"
1369,1374,1365,"Congo","Food supply quantity (g/capita/day)"
1057,1111,1177,"Costa Rica","Food supply quantity (g/capita/day)"
1693,1692,1704,"Côte d'Ivoire","Food supply quantity (g/capita/day)"
1576,1475,1485,"Croatia","Food supply quantity (g/capita/day)"
1799,1708,1756,"Cuba","Food supply quantity (g/capita/day)"
1204,1189,1156,"Cyprus","Food supply quantity (g/capita/day)"
1560,1505,1536,"Czech Republic","Food supply quantity (g/capita/day)"
1210,1208,1166,"Democratic People's Republic of Korea","Food supply quantity (g/capita/day)"
1752,1667,1655,"Denmark","Food supply quantity (g/capita/day)"
866,910,933,"Djibouti","Food supply quantity (g/capita/day)"
2175,2059,2014,"Dominica","Food supply quantity (g/capita/day)"
1202,1375,1440,"Dominican Republic","Food supply quantity (g/capita/day)"
973,1049,1029,"Ecuador","Food supply quantity (g/capita/day)"
1998,1923,1882,"Egypt","Food supply quantity (g/capita/day)"
1070,1018,1035,"El Salvador","Food supply quantity (g/capita/day)"
1691,1706,1762,"Estonia","Food supply quantity (g/capita/day)"
747,759,762,"Ethiopia","Food supply quantity (g/capita/day)"
1303,1304,1322,"Fiji","Food supply quantity (g/capita/day)"
1414,1405,1434,"Finland","Food supply quantity (g/capita/day)"
1533,1515,1528,"France","Food supply quantity (g/capita/day)"
1232,1221,1203,"French Polynesia","Food supply quantity (g/capita/day)"
1655,1682,1637,"Gabon","Food supply quantity (g/capita/day)"
896,928,912,"Gambia","Food supply quantity (g/capita/day)"
1169,1103,1159,"Georgia","Food supply quantity (g/capita/day)"
1559,1511,1571,"Germany","Food supply quantity (g/capita/day)"
2120,2106,2201,"Ghana","Food supply quantity (g/capita/day)"
2102,1910,1910,"Greece","Food supply quantity (g/capita/day)"
1060,1107,1095,"Grenada","Food supply quantity (g/capita/day)"
1014,998,1015,"Guatemala","Food supply quantity (g/capita/day)"
1194,1200,1196,"Guinea","Food supply quantity (g/capita/day)"
890,947,916,"Guinea-Bissau","Food supply quantity (g/capita/day)"
1085,1094,1108,"Guyana","Food supply quantity (g/capita/day)"
932,978,908,"Haiti","Food supply quantity (g/capita/day)"
984,974,1007,"Honduras","Food supply quantity (g/capita/day)"
1410,1235,1325,"Hungary","Food supply quantity (g/capita/day)"
1363,1335,1325,"Iceland","Food supply quantity (g/capita/day)"
996,1057,1051,"India","Food supply quantity (g/capita/day)"
1101,1088,1133,"Indonesia","Food supply quantity (g/capita/day)"
1862,1811,1916,"Iran (Islamic Republic of)","Food supply quantity (g/capita/day)"
1040,1128,1058,"Iraq","Food supply quantity (g/capita/day)"
1880,1882,1900,"Ireland","Food supply quantity (g/capita/day)"
1665,1598,1569,"Israel","Food supply quantity (g/capita/day)"
1855,1699,1698,"Italy","Food supply quantity (g/capita/day)"
1316,1265,1361,"Jamaica","Food supply quantity (g/capita/day)"
1064,1046,1077,"Japan","Food supply quantity (g/capita/day)"
1190,1280,1302,"Jordan","Food supply quantity (g/capita/day)"
1508,1547,1677,"Kazakhstan","Food supply quantity (g/capita/day)"
1104,1129,1078,"Kenya","Food supply quantity (g/capita/day)"
1457,1483,1457,"Kiribati","Food supply quantity (g/capita/day)"
1379,1298,1400,"Kuwait","Food supply quantity (g/capita/day)"
1386,1374,1376,"Kyrgyzstan","Food supply quantity (g/capita/day)"
1285,1297,1344,"Lao People's Democratic Republic","Food supply quantity (g/capita/day)"
1529,1455,1517,"Latvia","Food supply quantity (g/capita/day)"
1595,1660,1694,"Lebanon","Food supply quantity (g/capita/day)"
1024,1036,1042,"Lesotho","Food supply quantity (g/capita/day)"
1018,1005,1012,"Liberia","Food supply quantity (g/capita/day)"
1600,1627,1685,"Libya","Food supply quantity (g/capita/day)"
1675,1589,1695,"Lithuania","Food supply quantity (g/capita/day)"
1940,2019,2076,"Luxembourg","Food supply quantity (g/capita/day)"
1022,1031,1060,"Madagascar","Food supply quantity (g/capita/day)"
1314,1321,1312,"Malawi","Food supply quantity (g/capita/day)"
953,989,987,"Malaysia","Food supply quantity (g/capita/day)"
1095,1151,1190,"Maldives","Food supply quantity (g/capita/day)"
1048,1010,1032,"Mali","Food supply quantity (g/capita/day)"
1805,1748,1803,"Malta","Food supply quantity (g/capita/day)"
782,736,744,"Mauritania","Food supply quantity (g/capita/day)"
1204,1197,1162,"Mauritius","Food supply quantity (g/capita/day)"
1284,1257,1251,"Mexico","Food supply quantity (g/capita/day)"
786,858,898,"Mongolia","Food supply quantity (g/capita/day)"
2102,2009,1963,"Montenegro","Food supply quantity (g/capita/day)"
1577,1592,1635,"Morocco","Food supply quantity (g/capita/day)"
1188,1237,1236,"Mozambique","Food supply quantity (g/capita/day)"
895,928,943,"Myanmar","Food supply quantity (g/capita/day)"
1140,1144,1178,"Namibia","Food supply quantity (g/capita/day)"
1305,1359,1378,"Nepal","Food supply quantity (g/capita/day)"
1532,1498,1616,"Netherlands","Food supply quantity (g/capita/day)"
1241,1245,1254,"New Caledonia","Food supply quantity (g/capita/day)"
1569,1528,1405,"New Zealand","Food supply quantity (g/capita/day)"
805,817,830,"Nicaragua","Food supply quantity (g/capita/day)"
959,965,977,"Niger","Food supply quantity (g/capita/day)"
1647,1679,1704,"Nigeria","Food supply quantity (g/capita/day)"
1493,1469,1500,"Norway","Food supply quantity (g/capita/day)"
1137,1040,1134,"Occupied Palestinian Territory","Food supply quantity (g/capita/day)"
804,811,816,"Pakistan","Food supply quantity (g/capita/day)"
1073,1084,1080,"Panama","Food supply quantity (g/capita/day)"
1288,1315,1281,"Paraguay","Food supply quantity (g/capita/day)"
1366,1401,1413,"Peru","Food supply quantity (g/capita/day)"
1158,1183,1173,"Philippines","Food supply quantity (g/capita/day)"
1704,1650,1718,"Poland","Food supply quantity (g/capita/day)"
1849,1855,1741,"Portugal","Food supply quantity (g/capita/day)"
