"Y2009","Y2010","Y2011","Country","Element"
509,507,515,"Afghanistan","Food supply quantity (g/capita/day)"
166,160,159,"Albania","Food supply quantity (g/capita/day)"
823,801,809,"Algeria","Food supply quantity (g/capita/day)"
37,41,42,"Angola","Food supply quantity (g/capita/day)"
126,113,132,"Antigua and Barbuda","Food supply quantity (g/capita/day)"
213,212,225,"Argentina","Food supply quantity (g/capita/day)"
620,578,584,"Armenia","Food supply quantity (g/capita/day)"
6,7,8,"Australia","Food supply quantity (g/capita/day)"
273,287,294,"Austria","Food supply quantity (g/capita/day)"
783,781,776,"Azerbaijan","Food supply quantity (g/capita/day)"
149,178,171,"Bahamas","Food supply quantity (g/capita/day)"
525,521,519,"Bangladesh","Food supply quantity (g/capita/day)"
240,233,217,"Barbados","Food supply quantity (g/capita/day)"
218,201,197,"Belarus","Food supply quantity (g/capita/day)"
231,212,197,"Belgium","Food supply quantity (g/capita/day)"
163,167,162,"Belize","Food supply quantity (g/capita/day)"
575,617,628,"Benin","Food supply quantity (g/capita/day)"
104,98,111,"Bermuda","Food supply quantity (g/capita/day)"
358,372,386,"Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)"
97,91,91,"Bosnia and Herzegovina","Food supply quantity (g/capita/day)"
101,111,110,"Botswana","Food supply quantity (g/capita/day)"
374,377,389,"Brazil","Food supply quantity (g/capita/day)"
318,318,302,"Brunei Darussalam","Food supply quantity (g/capita/day)"
110,83,95,"Bulgaria","Food supply quantity (g/capita/day)"
464,468,458,"Burkina Faso","Food supply quantity (g/capita/day)"
152,154,161,"Cabo Verde","Food supply quantity (g/capita/day)"
540,543,541,"Cambodia","Food supply quantity (g/capita/day)"
223,225,231,"Cameroon","Food supply quantity (g/capita/day)"
58,61,59,"Canada","Food supply quantity (g/capita/day)"
322,328,327,"Central African Republic","Food supply quantity (g/capita/day)"
340,355,358,"Chad","Food supply quantity (g/capita/day)"
240,255,279,"Chile","Food supply quantity (g/capita/day)"
263,262,265,"China, Hong Kong SAR","Food supply quantity (g/capita/day)"
230,224,232,"China, Macao SAR","Food supply quantity (g/capita/day)"
326,334,349,"China, mainland","Food supply quantity (g/capita/day)"
323,326,325,"China, Taiwan Province of","Food supply quantity (g/capita/day)"
395,382,379,"Colombia","Food supply quantity (g/capita/day)"
83,87,86,"Congo","Food supply quantity (g/capita/day)"
257,295,359,"Costa Rica","Food supply quantity (g/capita/day)"
748,737,736,"Côte d'Ivoire","Food supply quantity (g/capita/day)"
181,182,191,"Croatia","Food supply quantity (g/capita/day)"
547,484,505,"Cuba","Food supply quantity (g/capita/day)"
492,503,487,"Cyprus","Food supply quantity (g/capita/day)"
194,186,184,"Czech Republic","Food supply quantity (g/capita/day)"
301,303,305,"Democratic People's Republic of Korea","Food supply quantity (g/capita/day)"
197,200,193,"Denmark","Food supply quantity (g/capita/day)"
181,181,185,"Djibouti","Food supply quantity (g/capita/day)"
378,422,427,"Dominica","Food supply quantity (g/capita/day)"
212,238,266,"Dominican Republic","Food supply quantity (g/capita/day)"
107,128,121,"Ecuador","Food supply quantity (g/capita/day)"
749,768,756,"Egypt","Food supply quantity (g/capita/day)"
