"Y2009","Y2010","Y2011","Country","Element"
129,125,113,"Afghanistan","Food supply quantity (g/capita/day)"
558,616,640,"Albania","Food supply quantity (g/capita/day)"
292,318,335,"Algeria","Food supply quantity (g/capita/day)"
248,263,278,"Angola","Food supply quantity (g/capita/day)"
480,457,513,"Antigua and Barbuda","Food supply quantity (g/capita/day)"
162,170,163,"Argentina","Food supply quantity (g/capita/day)"
767,575,710,"Armenia","Food supply quantity (g/capita/day)"
276,277,283,"Australia","Food supply quantity (g/capita/day)"
396,364,378,"Austria","Food supply quantity (g/capita/day)"
405,418,441,"Azerbaijan","Food supply quantity (g/capita/day)"
434,478,470,"Bahamas","Food supply quantity (g/capita/day)"
95,98,96,"Bangladesh","Food supply quantity (g/capita/day)"
299,295,278,"Barbados","Food supply quantity (g/capita/day)"
419,420,464,"Belarus","Food supply quantity (g/capita/day)"
391,349,352,"Belgium","Food supply quantity (g/capita/day)"
196,195,198,"Belize","Food supply quantity (g/capita/day)"
114,93,91,"Benin","Food supply quantity (g/capita/day)"
637,508,500,"Bermuda","Food supply quantity (g/capita/day)"
104,99,101,"Bolivia (Plurinational State of)","Food supply quantity (g/capita/day)"
656,636,633,"Bosnia and Herzegovina","Food supply quantity (g/capita/day)"
237,294,293,"Botswana","Food supply quantity (g/capita/day)"
146,154,160,"Brazil","Food supply quantity (g/capita/day)"
333,328,288,"Brunei Darussalam","Food supply quantity (g/capita/day)"
200,219,226,"Bulgaria","Food supply quantity (g/capita/day)"
624,632,610,"Burkina Faso","Food supply quantity (g/capita/day)"
212,227,225,"Cabo Verde","Food supply quantity (g/capita/day)"
133,128,138,"Cambodia","Food supply quantity (g/capita/day)"
322,311,319,"Cameroon","Food supply quantity (g/capita/day)"
408,403,413,"Canada","Food supply quantity (g/capita/day)"
129,126,125,"Central African Republic","Food supply quantity (g/capita/day)"
145,140,133,"Chad","Food supply quantity (g/capita/day)"
241,224,210,"Chile","Food supply quantity (g/capita/day)"
412,410,451,"China, Hong Kong SAR","Food supply quantity (g/capita/day)"
394,386,431,"China, Macao SAR","Food supply quantity (g/capita/day)"
879,909,927,"China, mainland","Food supply quantity (g/capita/day)"
462,481,505,"China, Taiwan Province of","Food supply quantity (g/capita/day)"
177,169,172,"Colombia","Food supply quantity (g/capita/day)"
139,146,144,"Congo","Food supply quantity (g/capita/day)"
197,188,175,"Costa Rica","Food supply quantity (g/capita/day)"
205,200,189,"Côte d'Ivoire","Food supply quantity (g/capita/day)"
334,293,281,"Croatia","Food supply quantity (g/capita/day)"
386,379,383,"Cuba","Food supply quantity (g/capita/day)"
309,307,314,"Cyprus","Food supply quantity (g/capita/day)"
239,219,241,"Czech Republic","Food supply quantity (g/capita/day)"
485,465,419,"Democratic People's Republic of Korea","Food supply quantity (g/capita/day)"
369,384,387,"Denmark","Food supply quantity (g/capita/day)"
149,151,154,"Djibouti","Food supply quantity (g/capita/day)"
401,336,327,"Dominica","Food supply quantity (g/capita/day)"
289,372,362,"Dominican Republic","Food supply quantity (g/capita/day)"
